1949,1,2,1.5,3,0,0,0
1754,1,3,1.5,3,0,1,0
1917,1,3,1.5,3,0,1,0
1957,1,3,1.5,3,2,3,1
1703,1,4,1.5,3,10000,4,4
1707,1,4,1.5,3,0,0,0
1726,1,4,1.5,3,0,3,4
1763,1,4,1.5,3,0,2,1
1793,1,4,1.5,3,12,2,3
1833,1,4,1.5,3,0,4,4
1897,1,4,1.5,3,0,0,0
1918,1,4,1.5,3,0,4,4
1921,1,4,1.5,3,0,0,0
1938,1,4,1.5,3,0,1,1
1938,1,4,1.5,3,0,0,0
1943,1,4,1.5,3,11,1,1
1961,1,4,1.5,3,0,0,0
1963,1,4,1.5,3,1,1,1
1968,1,4,1.5,3,20,3,4
1971,1,4,1.5,3,83,4,3
1973,1,4,1.5,3,0,2,1
1982,1,4,1.5,3,0,0,0
1983,1,4,1.5,3,104,4,4
1983,1,4,1.5,3,0,0,0
1987,1,4,1.5,3,3,2,0
1987,1,4,1.5,3,0,0,0
1994,1,4,1.5,3,9,4,0
1995,1,4,1.5,3,0,0,0
1996,1,4,1.5,3,0,1,0
863,3,4,1.5,3,0,3,3
766,6,4,1.5,3,0,0,0
1716,6,4,1.5,3,0,3,3
1741,6,4,1.5,3,0,0,0
1815,6,4,1.5,3,60000,4,4
1852,1,-1,2,3,0,0,0
1924,1,-1,2,3,0,0,0
1987,1,-1,2,3,0,0,0
1737,9,-1,2,3,0,2,2
1882,1,0,2,3,0,3,3
1905,1,0,2,3,0,1,0
1950,1,0,2,3,0,3,0
1958,1,0,2,3,0,0,0
262,1,1,2,3,0,2,3
1815,1,1,2,3,0,2,2
1822,1,1,2,3,0,0,0
1887,1,1,2,3,0,2,0
1915,1,1,2,3,3,0,0
1919,1,1,2,3,0,0,0
1920,1,1,2,3,0,0,0
1923,1,1,2,3,3,3,3
1984,1,1,2,3,0,0,0
1603,0,2,2,3,0,0,0
1791,0,2,2,3,0,0,0
1861,0,2,2,3,950,3,2
-326,1,2,2,3,0,0,0
746,1,2,2,3,0,0,0
1008,1,2,2,3,16000,4,0
1657,1,2,2,3,40,3,3
1885,1,2,2,3,0,1,1
1928,1,2,2,3,0,0,0
1985,1,2,2,3,180,4,4
1885,0,3,2,3,0,0,0
1419,1,3,2,3,0,0,0
1710,1,3,2,3,0,3,0
1881,1,3,2,3,0,0,0
1885,1,3,2,3,0,0,0
1950,1,3,2,3,0,0,0
1967,1,3,2,3,71,2,2
1978,1,3,2,3,0,0,0
1818,3,3,2,3,0,0,0
1433,1,4,2,3,0,3,0
1611,1,4,2,3,5000,3,0
1616,1,4,2,3,0,0,0
1670,1,4,2,3,0,1,0
1834,1,4,2,3,0,1,2
1952,1,4,2,3,0,2,3
1961,1,4,2,3,0,0,0
1964,1,4,2,3,0,3,3
1970,1,4,2,3,15,2,0
1971,1,4,2,3,3,1,0
1975,1,4,2,3,2,1,1
1995,1,4,2,3,11,2,3
1997,1,4,2,3,0,0,0
2000,1,4,2,3,0,0,0
2003,1,4,2,3,9,3,4
2004,1,4,2,3,0,2,0
2007,1,4,2,3,1,3,3
2009,1,4,2,3,0,0,0
2011,1,4,2,3,0,0,0
1918,3,4,2,3,0,0,0
1749,6,4,2,3,0,3,3
1952,6,4,2,3,33,1,0
1580,0,1,2.5,3,0,0,0
1883,0,1,2.5,3,0,0,0
1883,0,1,2.5,3,0,0,0
1917,0,1,2.5,3,0,0,0
1646,1,1,2.5,3,0,2,0
1855,1,2,2.5,3,0,0,0
1972,1,2,2.5,3,1,1,1
478,1,3,2.5,3,0,0,0
1912,1,3,2.5,3,0,0,0
1934,1,4,2.5,3,10600,4,4
1968,1,4,2.5,3,1,1,3
1968,1,4,2.5,3,0,0,0
1974,1,4,2.5,3,0,0,0
2005,1,4,2.5,3,0,0,0
1716,0,-1,3,3,0,0,0
1844,0,-1,3,3,0,0,0
1864,1,-1,3,3,0,2,0
1874,1,-1,3,3,0,0,0
1938,1,-1,3,3,1,3,3
1982,3,-1,3,3,0,0,0
765,6,-1,3,3,0,0,0
1884,9,-1,3,3,0,1,0
1531,1,0,3,3,30000,3,4
1710,1,0,3,3,0,0,0
1833,1,0,3,3,0,2,0
1861,1,0,3,3,0,0,0
1951,1,0,3,3,0,1,0
1926,0,1,3,3,0,0,0
358,1,1,3,3,0,3,3
991,1,1,3,3,0,0,0
1604,1,1,3,3,174,3,3
1839,1,1,3,3,0,0,0
1925,1,1,3,3,17,2,2
1919,6,1,3,3,0,0,0
1930,6,1,3,3,0,0,0
803,1,2,3,3,0,1,0
1802,1,2,3,3,0,0,0
1814,1,2,3,3,0,3,0
1816,1,2,3,3,0,0,0
1836,1,2,3,3,589,0,0
1836,1,2,3,3,0,0,0
1856,1,2,3,3,0,0,0
1884,1,2,3,3,0,0,0
1909,1,2,3,3,0,2,0
1927,1,2,3,3,3022,4,4
1938,1,2,3,3,0,0,0
1982,1,2,3,3,0,0,0
1994,1,2,3,3,0,0,0
887,1,3,3,3,2000,3,0
1763,1,3,3,3,0,2,2
1775,1,3,3,3,0,3,0
1819,1,3,3,3,0,4,4
1847,1,3,3,3,0,0,0
1851,1,3,3,3,0,4,4
1852,1,3,3,3,0,0,0
1859,1,3,3,3,0,2,2
1892,1,3,3,3,0,1,0
1892,1,3,3,3,0,0,0
1915,1,3,3,3,0,0,0
1927,1,3,3,3,0,0,0
1930,1,3,3,3,0,0,0
1961,1,3,3,3,0,0,0
1815,3,3,3,3,11453,0,0
887,1,4,3,3,0,0,0
1096,1,4,3,3,0,2,3
1698,1,4,3,3,0,0,0
1768,1,4,3,3,0,0,0
1797,1,4,3,3,300,2,3
1802,1,4,3,3,0,0,0
1896,1,4,3,3,0,4,4
1899,1,4,3,3,0,0,0
1901,1,4,3,3,4,3,4
1901,1,4,3,3,0,0,0
1938,1,4,3,3,17,1,1
1939,1,4,3,3,5,1,1
1945,1,4,3,3,2,0,1
1952,1,4,3,3,0,0,0
1960,1,4,3,3,0,1,0
1966,1,4,3,3,0,0,0
1972,1,4,3,3,0,0,0
1974,1,4,3,3,0,2,0
1975,1,4,3,3,0,2,0
1978,1,4,3,3,0,0,0
1981,1,4,3,3,22,1,1
1982,1,4,3,3,0,0,0
1984,1,4,3,3,0,0,0
1992,1,4,3,3,0,1,0
1994,1,4,3,3,0,0,0
2002,1,4,3,3,0,1,0
2008,1,4,3,3,0,1,0
2009,1,4,3,3,0,2,0
2009,1,4,3,3,0,0,0
1995,3,4,3,3,0,0,0
1406,9,-1,3.5,3,0,0,0
1676,9,1,3.5,3,0,1,1
173,1,2,3.5,3,0,0,0
1837,1,2,3.5,3,0,0,0
1899,1,4,3.5,3,0,0,0
1961,1,4,3.8,3,2,2,3
1889,3,-1,4,3,0,0,0
1954,1,0,4,3,0,0,0
1990,0,1,4,3,0,0,0
1852,1,1,4,3,0,0,0
1887,1,1,4,3,0,0,0
1905,1,1,4,3,0,0,0
1911,1,1,4,3,0,0,0
1949,1,1,4,3,0,0,0
1918,6,1,4,3,0,0,0
1919,0,2,4,3,0,1,0
-525,1,2,4,3,0,0,0
1489,1,2,4,3,0,0,0
1929,1,2,4,3,0,1,0
1930,1,2,4,3,0,0,0
1876,1,3,4,3,0,1,0
1099,1,4,4,3,0,1,0
1331,1,4,4,3,0,0,0
1644,1,4,4,3,117,2,1
1843,1,4,4,3,0,4,0
1849,1,4,4,3,0,1,0
1857,1,4,4,3,0,1,0
1944,1,4,4,3,0,0,0
1978,1,4,4,3,0,0,0
1988,1,4,4,3,0,0,0
1994,1,4,4,3,0,1,0
1997,1,4,4,3,0,1,1
2010,1,4,4,3,0,1,1
1933,6,4,4,3,0,0,0
1855,1,0,5,3,0,0,0
-47,0,1,5,3,0,0,0
1852,1,1,5,3,0,2,0
1668,1,3,5,3,0,0,0
1963,1,4,5,3,1028,0,0
1971,1,4,5,3,0,2,0
2006,1,4,5,3,0,0,0
1648,0,-1,6,3,0,0,0
1965,6,4,9,3,27,2,0
1907,6,2,-4,4,0,0,0
1988,1,4,-4,4,0,1,0
1907,6,2,-3.5,4,8,2,3
1977,1,4,-3.5,4,34,3,0
1906,6,2,-3,4,0,4,0
1966,1,3,-3,4,0,0,0
1991,1,4,-3,4,0,0,0
1971,6,4,-3,4,0,0,0
2006,1,4,-2.5,4,802,4,4
1853,1,1,-2,4,0,0,0
2011,1,2,-2,4,18453,4,4
1934,1,3,-2,4,0,1,0
1964,1,3,-2,4,26,4,4
1966,1,4,-2,4,0,0,0
1975,1,4,-2,4,0,2,0
1991,1,4,-2,4,0,0,0
2006,1,4,-2,4,0,0,0
1919,1,1,-1,4,0,1,0
1987,1,1,-1,4,2,2,0
1982,1,4,-1,4,0,0,0
1895,3,4,-1,4,0,0,0
1879,0,2,-0.5,4,0,0,0
1907,6,2,-0.5,4,0,0,0
2014,1,4,-0.5,4,0,0,0
2017,1,4,-0.5,4,0,0,0
1848,1,-1,0,4,0,1,0
1897,1,1,0,4,0,2,2
2010,0,2,0,4,558,4,3
1843,1,2,0,4,0,0,0
1933,1,2,0,4,0,0,0
1961,1,2,0,4,0,0,0
1961,1,2,0,4,0,0,0
1839,0,3,0,4,0,0,0
1950,1,3,0,4,0,0,0
1981,1,4,0,4,0,0,0
1983,1,4,0,4,0,0,0
2010,1,4,0,4,0,1,0
2011,1,4,0,4,3,1,0
2016,1,4,0,4,0,0,0
2016,1,4,0,4,0,0,0
1848,1,-1,0.5,4,0,1,0
1910,1,1,0.5,4,0,2,2
1848,3,1,0.5,4,0,0,0
1972,8,1,0.5,4,0,1,0
1928,1,2,0.5,4,0,0,0
1985,3,2,0.5,4,0,2,0
1855,1,3,0.5,4,0,1,0
1900,1,3,0.5,4,0,1,0
1960,1,3,0.5,4,0,0,0
1951,6,3,0.5,4,1000,3,0
2007,1,4,0.5,4,0,0,0
2014,1,4,0.5,4,0,0,0
2015,1,4,0.5,4,0,0,0
2016,1,4,0.5,4,0,0,0
1969,3,4,0.5,4,0,0,0
1886,8,4,0.5,4,0,0,0
1904,0,-1,1,4,0,1,0
1836,0,1,1,4,0,0,0
1871,0,1,1,4,0,0,0
1869,0,2,1,4,0,0,0
1891,0,2,1,4,0,0,0
1909,1,2,1,4,0,0,0
1963,1,2,1,4,0,0,0
1972,6,2,1,4,0,0,0
1881,1,3,1,4,0,1,0
1906,1,3,1,4,0,0,0
1923,1,3,1,4,0,0,0
1938,1,3,1,4,0,0,0
1947,3,3,1,4,0,1,1
1981,1,4,1,4,0,0,0
1987,1,4,1,4,0,0,0
2003,1,4,1,4,0,1,0
2011,1,4,1,4,0,0,0
2013,1,4,1,4,0,1,0
2013,1,4,1,4,0,0,0
2015,1,4,1,4,0,0,0
1970,3,4,1,4,0,0,0
1987,8,4,1,4,0,0,0
1871,0,1,1.5,4,0,0,0
1931,1,1,1.5,4,0,0,0
1936,9,1,1.5,4,9,2,0
1875,1,3,1.5,4,0,0,0
1900,1,4,1.5,4,0,0,0
1987,1,4,1.5,4,0,0,0
2014,1,4,1.5,4,0,0,0
1888,7,4,1.5,4,0,0,0
1869,0,1,2,4,0,0,0
1923,1,1,2,4,0,0,0
1938,1,1,2,4,0,0,0
1992,1,1,2,4,0,0,0
1858,0,2,2,4,0,0,0
1881,1,2,2,4,0,0,0
1911,1,2,2,4,12,3,3
1968,1,2,2,4,0,0,0
1883,2,2,2,4,0,0,0
1897,2,2,2,4,0,1,0
1919,1,3,2,4,0,0,0
1955,1,3,2,4,1,4,3
1855,1,4,2,4,0,0,0
1901,1,4,2,4,18,2,0
1917,1,4,2,4,2,2,3
1966,1,4,2,4,110,4,3
1974,1,4,2,4,0,0,0
1997,1,4,2,4,81,4,0
2008,1,4,2,4,0,1,0
1937,6,4,2,4,0,0,0
1904,2,1,2.5,4,0,0,0
1917,1,2,2.5,4,0,0,0
1873,1,3,2.5,4,0,2,2
1934,1,3,2.5,4,40,0,0
1974,1,4,2.5,4,0,0,0
1987,1,4,2.5,4,0,0,0
1997,1,4,2.5,4,0,0,0
2007,1,4,2.5,4,9,1,1
1926,1,-1,3,4,0,0,0
1910,8,0,3,4,0,2,0
1866,0,1,3,4,60,0,0
1880,0,1,3,4,20,3,3
1922,0,1,3,4,0,0,0
1845,1,1,3,4,0,0,0
1884,1,1,3,4,0,0,0
1877,0,2,3,4,0,0,0
1939,1,2,3,4,27,2,3
1880,1,3,3,4,2,3,3
1930,1,3,3,4,0,0,0
1939,1,3,3,4,0,0,0
1895,1,4,3,4,0,0,0
1941,1,4,3,4,0,0,0
1971,1,4,3,4,0,0,0
2010,1,4,3,4,0,0,0
2014,1,4,3,4,0,1,0
1999,8,4,3,4,17118,4,0
1959,1,4,3.5,4,0,0,0
2004,1,4,3.5,4,0,0,0
1858,9,-1,4,4,0,0,0
1866,0,1,4,4,0,0,0
1859,1,2,4,4,2,2,3
1979,1,2,4,4,131,3,3
1805,0,3,4,4,0,0,0
1831,1,3,4,4,0,0,0
1924,1,3,4,4,0,0,0
1947,1,4,4,4,0,0,0
2000,1,4,4,4,0,1,0
2004,1,4,5,4,0,2,0
1858,0,2,6,4,0,0,0
1591,1,1,-4,5,0,1,1
1979,1,1,-2,5,0,0,0
1755,1,2,-2,5,0,0,0
1969,1,4,-2,5,0,1,0
2016,1,4,-2,5,1,0,0
1867,1,4,-1.5,5,0,0,0
1934,8,4,-1.5,5,0,1,2
1761,9,-1,-1,5,0,0,0
1653,0,1,-1,5,0,0,0
1755,0,1,-1,5,50000,4,4
1837,0,1,-1,5,0,0,0
1888,1,2,-1,5,0,0,0
1562,1,3,-1,5,0,0,0
1761,1,3,-1,5,0,0,0
1887,1,3,-1,5,0,0,0
1907,1,4,-1,5,0,1,0
1721,1,1,-0.5,5,2000,4,4
1866,1,2,-0.5,5,0,0,0
1114,1,-1,0,5,0,0,0
1810,1,0,0,5,0,0,0
1742,0,1,0,5,0,0,0
1746,0,1,0,5,5941,4,3
1787,0,1,0,5,11,3,3
1760,1,1,0,5,0,0,0
1818,1,1,0,5,0,0,0
1321,1,2,0,5,0,0,0
1343,1,2,0,5,0,0,0
1624,1,2,0,5,0,0,0
1703,1,2,0,5,0,0,0
1755,1,2,0,5,0,0,0
1806,1,2,0,5,0,0,0
1808,1,2,0,5,0,0,0
1809,1,2,0,5,0,0,0
1824,1,2,0,5,0,0,0
1846,1,2,0,5,0,0,0
1853,1,2,0,5,0,0,0
1860,1,2,0,5,0,0,0
1915,1,2,0,5,0,0,0
142,1,3,0,5,0,3,3
1172,1,3,0,5,0,0,0
1661,1,3,0,5,0,0,0
1846,1,3,0,5,0,0,0
1956,1,3,0,5,56,1,0
1962,1,3,0,5,0,0,0
1784,1,4,0,5,0,3,3
1948,1,4,0,5,0,0,0
1980,1,4,0,5,0,0,0
1931,1,2,0.2,5,0,1,0
1774,0,1,0.5,5,0,0,0
1805,0,1,0.5,5,0,1,1
1856,0,1,0.5,5,0,0,0
1672,1,1,0.5,5,0,0,0
1851,1,1,0.5,5,0,0,0
1613,1,2,0.5,5,103,2,3
1727,1,2,0.5,5,0,0,0
1828,1,2,0.5,5,1443,4,4
1850,1,2,0.5,5,0,0,0
1852,1,2,0.5,5,0,0,0
1769,1,3,0.5,5,0,2,2
1846,1,3,0.5,5,0,0,0
1915,1,3,0.5,5,0,1,0
1926,1,3,0.5,5,0,2,0
2007,1,4,0.5,5,0,0,0
1731,8,4,0.5,5,3600,0,0
1959,8,4,0.5,5,0,0,0
1719,6,-1,1,5,0,0,0
1824,9,-1,1,5,0,0,0
1867,1,0,1,5,0,0,0
1854,0,1,1,5,0,0,0
1871,0,1,1,5,400,3,3
-218,1,1,1,5,0,0,0
1640,1,1,1,5,0,0,0
1659,1,1,1,5,0,0,0
1845,1,1,1,5,0,0,0
1870,1,1,1,5,0,0,0
1949,1,1,1,5,0,0,0
1962,1,1,1,5,4,2,2
1965,3,1,1,5,0,0,0
1693,6,1,1,5,60000,4,3
1481,1,2,1,5,0,3,0
1594,1,2,1,5,0,0,0
1784,1,2,1,5,0,1,3
1819,1,2,1,5,0,0,0
1823,1,2,1,5,0,0,0
1826,1,2,1,5,0,0,0
1844,1,2,1,5,0,0,0
1869,1,2,1,5,0,0,0
1887,1,2,1,5,44,3,3
1898,1,2,1,5,0,3,3
1899,1,2,1,5,2460,2,3
1905,1,2,1,5,0,0,0
1930,1,2,1,5,6,2,0
1885,0,3,1,5,0,0,0
554,1,3,1,5,0,0,0
1846,1,3,1,5,0,0,0
1846,1,3,1,5,0,0,0
1870,1,3,1,5,0,0,0
1965,1,3,1,5,0,0,0
1981,1,3,1,5,0,0,0
1880,8,3,1,5,0,0,0
1169,1,4,1,5,16000,3,3
1564,1,4,1,5,650,4,0
1748,1,4,1,5,0,3,3
1783,3,4,1,5,0,2,2
-1610,6,4,1,5,0,3,0
1652,8,4,1,5,0,0,0
1998,8,4,1,5,41,4,3
1879,1,-1,1.5,5,0,0,0
1703,1,0,1.5,5,5233,3,3
1762,0,1,1.5,5,0,3,0
1767,0,1,1.5,5,0,0,0
1437,1,1,1.5,5,0,0,0
1691,1,1,1.5,5,0,0,0
1743,1,1,1.5,5,0,0,0
1756,1,1,1.5,5,0,0,0
1788,1,1,1.5,5,0,1,1
1813,6,1,1.5,5,0,0,0
1820,0,2,1.5,5,0,0,0
1847,0,2,1.5,5,0,0,0
1850,0,2,1.5,5,0,0,0
62,1,2,1.5,5,0,0,0
1508,1,2,1.5,5,0,0,0
